rule_id,name,domain,path,status,severity,category,resource,resource_type,source_id,evidence_mode,evidence_type,assessment_methods,frameworks,control_refs,control_families,metadata_tags,derived_tags,all_tags,risk_categories,mitre,remediation,risk_statement,remediation_intent,auditor_guidance
ai-model-monitoring-drift-threshold,AI Model Monitoring Drift Threshold,ai,policies/ai/ai-model-monitoring-drift-threshold.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; drift; generated; model; monitoring,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; drift; evidence:ai_governance; generated; model; monitoring; policy,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore model monitoring drift threshold controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-model-rate-limit-cost-guardrail,AI Model Rate Limit Cost Guardrail,ai,policies/ai/ai-model-rate-limit-cost-guardrail.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; cost; generated; model; rate-limit,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; cost; evidence:ai_governance; generated; model; policy; rate-limit,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore model rate limit cost guardrail controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-model-supply-chain-attestation,AI Model Supply Chain Attestation,ai,policies/ai/ai-model-supply-chain-attestation.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; attestation; generated; model; supply-chain,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; attestation; cel; evidence:ai_governance; generated; model; policy; supply-chain,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore model supply chain attestation controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-model-third-party-access,3rd party access to AI model in bucket,cerebro,policies/cerebro/ai-model-third-party-access.yaml,active,high,cerebro,storage::bucket,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,ai; model-security; third-party; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,ai; assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; model-security; policy; third-party; wiz,,Collection:T1530,Review and restrict third-party access to AI model artifacts. Implement proper model governance.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-prompt-injection-test-coverage,AI Prompt Injection Test Coverage,ai,policies/ai/ai-prompt-injection-test-coverage.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; generated; llm; prompt; prompt-injection; testing,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; generated; llm; policy; prompt; prompt-injection; testing,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore prompt injection test coverage controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-rag-source-citation-required,AI Rag Source Citation Required,ai,policies/ai/ai-rag-source-citation-required.yaml,active,medium,ai,ai::rag_application,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; citations; generated; rag,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; citations; evidence:ai_governance; generated; policy; rag,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore rag source citation required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-rag-vector-index-access-control,AI Rag Vector Index Access Control,ai,policies/ai/ai-rag-vector-index-access-control.yaml,active,medium,ai,ai::vector_index,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,access-control; ai; generated; rag; vector,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,access-control; ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; generated; policy; rag; vector,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore rag vector index access control controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-risk-assessment,AI Model Risk Assessment Completed,ai,policies/ai/ai-risk-assessment.yaml,active,high,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,ISO 42001; SOC 2,ISO 42001 6.1; ISO 42001 6.2; SOC 2 CC3.2,ISO 42001 6 Planning; SOC 2 CC3 Risk Assessment,ai; assessment; iso42001; ml; risk,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; iso42001; ml; policy; risk,,,"Complete risk assessment for all AI models before deployment. Document potential harms, biases, and mitigation strategies.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-sensitive-output-filtering,AI Sensitive Output Filtering,ai,policies/ai/ai-sensitive-output-filtering.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; data-protection; generated; llm; output-filtering; sensitive,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; data-protection; evidence:ai_governance; generated; llm; output-filtering; policy; sensitive,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore sensitive output filtering controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-system-owner-assigned,AI System Owner Assigned,ai,policies/ai/ai-system-owner-assigned.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; generated; governance; ownership; system,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; generated; governance; ownership; policy; system,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore system owner assigned controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
ai-third-party-model-risk-review,AI Third Party Model Risk Review,ai,policies/ai/ai-third-party-model-risk-review.yaml,active,medium,ai,ai_models,,policy,cel,ai_governance,examine; interview; test,EU AI Act; ISO 42001; SOC 2,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2; SOC 2 CC7.2,EU AI Act Art. Articles; ISO 42001 A.2 Policies; ISO 42001 A.6 Lifecycle; ISO 42001 A.8 Information for Interested Parties; ISO 42001 A.9 Use of AI Systems; SOC 2 CC3 Risk Assessment; SOC 2 CC7 System Operations,ai; generated; risk-review; third; third-party,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; policy,ai; assessment:examine; assessment:interview; assessment:test; cel; evidence:ai_governance; generated; policy; risk-review; third; third-party,DATA_EXPOSURE; GOVERNANCE; MODEL_RISK,,"Restore third party model risk review controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","AI governance, oversight, monitoring, or safety controls may not be operating effectively for the model or system.","Update AI inventory, risk assessment, oversight, monitoring, or guardrail evidence and document owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
