framework,control_id,control_ref,control_family,related_framework,related_control_id,related_control_ref,related_control_family,relationship,evidence_use,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,rationale
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-secrets-read,GitHub App Installation All Repos Secrets Read,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-secrets-write,GitHub App Installation All Repos Secrets Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-security-events-read,GitHub App Installation All Repos Security Events Read,policy,policy,event,high,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-security-events-write,GitHub App Installation All Repos Security Events Write,policy,policy,event,critical,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
ISO 27001:2022,A.5.15,ISO 27001:2022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,ISO 27001:2022,A.5.17,ISO 27001:2022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,sibling_scope,review_hint,github-secops-app-installation-all-repos-workflows-read,GitHub App Installation All Repos Workflows Read,policy,policy,event,medium,active,candidate,Access-control policy findings should be checked with authentication-information handling before relying on the access packet.
