framework,control_id,control_ref,control_family,control_match_source,mapping_confidence,mapping_rationale,source_coverage_refs,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref,medium,Direct control ref is mapped from catalog metadata; no source coverage is attached to this finding.,,db-backup-enabled,Database Automated Backups Enabled,policy,policy,event,high,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref,medium,Direct control ref is mapped from catalog metadata; no source coverage is attached to this finding.,,db-multi-az,Production Database Multi-AZ Deployment,policy,policy,event,high,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-logs-retention-365,CloudWatch Logs Retention 365 Days,policy,policy,event,medium,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,pci-audit-retention,Audit Log Retention 1 Year,policy,policy,event,high,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,aws/dynamodb_table,aws-dynamodb-pitr,DynamoDB Point-in-Time Recovery Enabled,policy,policy,event,high,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,aws/rds_instance,aws-rds-backup-enabled,RDS Backup Enabled,policy,policy,event,medium,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,aws/rds_instance,aws-rds-deletion-protection,RDS Deletion Protection,policy,policy,event,medium,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,aws/s3_bucket,aws-s3-bucket-versioning-enabled,S3 Bucket Versioning Enabled,policy,policy,event,medium,active,candidate
CIS Controls v8,11,CIS Controls v8 11,CIS Controls v8 11 Data Recovery,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_sql_instance,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,policy,policy,event,medium,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,medium,Direct control ref is mapped from catalog metadata; no source coverage is attached to this finding.,,m365-sharepoint-anonymous-link,SharePoint Anonymous Sharing Link,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-api-gateway-no-authorization,AWS API Gateway No Authorization,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-bedrock-custom-model-public,AWS Bedrock Custom Model Public Access,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-codebuild-public-trigger,CodeBuild Project with Public Webhook,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-ecr-public-repository,ECR Public Repository,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-ecs-secrets-in-env-vars,ECS Task Secrets in Environment Variables,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-elasticache-public,ElastiCache Cluster in Public Subnet,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-elb-internet-facing-no-waf,Internet-Facing ALB Without WAF,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-elb-target-public-subnet,Load Balancer Targets in Public Subnet,policy,policy,event,medium,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-lambda-in-vpc,Lambda In VPC,policy,policy,event,low,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-lambda-not-publicly-accessible,Lambda Not Publicly Accessible,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-lambda-secrets-in-env-vars,Lambda Secrets in Environment Variables,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-opensearch-public,OpenSearch Domain Publicly Accessible,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-rds-no-public-access,RDS No Public Access,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-rds-public-snapshot,AWS RDS Public Snapshot,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-redshift-public,Redshift Cluster Publicly Accessible,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-s3-bucket-cleartext-key,S3 Bucket Contains Potential Credentials,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-s3-bucket-no-public-access,S3 Bucket Public Access,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-s3-bucket-policy-public,S3 Bucket Policy Allows Public Access,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-sagemaker-model-artifact-public,AWS SageMaker Model Artifact Public,policy,policy,event,critical,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-sagemaker-notebook-internet-access,SageMaker Notebook Direct Internet Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-sagemaker-training-no-vpc,SageMaker Training Job Without VPC,policy,policy,event,medium,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-sns-public-access,SNS Topic Allows Public Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,aws-sqs-public-access,SQS Queue Allows Public Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-ml-workspace-public-network,Azure ML Workspace Public Network Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-nsg-admin-port,NSG Allows Admin Ports from Internet,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-nsg-restrict-ssh,NSG SSH Restriction,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-openai-public-network,Azure OpenAI Public Network Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-sql-public-network-access,Azure SQL Public Network Access,policy,policy,event,high,active,candidate
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,finding_control_ref,review,"Finding has source coverage, but it does not currently back this control with complete YAML capability context.",,azure-sqlserver-public,Azure SQL Server Allows All Azure IPs,policy,policy,event,high,active,candidate
