finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
aws-cloudformation-stack-termination-protection,AWS Cloudformation Stack Termination Protection,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,2,2,7,CIS Controls v8 4; CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; NIST 800-53 r5 SI-4; SOC 2 CC8.1,7,supported,7,partial_source_backed,partial_source_backed_control_refs
aws-cloudfront-http,CloudFront Distribution Allows HTTP,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-cloudfront-origin-access-control-required,AWS Cloudfront Origin Access Control Required,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-cloudfront-response-headers-policy-security,AWS Cloudfront Response Headers Policy Security,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-cloudfront-waf-enabled,AWS Cloudfront Waf Enabled,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,8,supported,8,partial_source_backed,partial_source_backed_control_refs
aws-cloudtrail-enabled,CloudTrail Enabled,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,8,3,3,5,CIS AWS Foundations Benchmark v2.0 3.1; NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-cloudtrail-kms-encryption,CloudTrail KMS Encryption Enabled,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,6,3,3,3,CIS AWS Foundations Benchmark v2.0 3.7; ISO 27001:2022 A.5.33; NIST 800-53 r5 AU-9,7,supported,7,partial_source_backed,partial_source_backed_control_refs
aws-cloudtrail-log-integrity,CloudTrail Log File Integrity Validation,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,5,1,1,4,CIS AWS Foundations Benchmark v2.0 3.2; HIPAA 164.312(b); NIST 800-53 r5 AU-9; NIST 800-53 r5 SI-7,5,supported,5,partial_source_backed,partial_source_backed_control_refs
aws-cloudtrail-s3-data-events,CloudTrail S3 Data Events Logging,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,7,2,2,5,CIS AWS Foundations Benchmark v2.0 3.10; CIS AWS Foundations Benchmark v2.0 3.11; NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2.1; SOC 2 CC4.1,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-cloudwatch-alarm-missing,CloudTrail Without CloudWatch Alarm,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,4,4,5,CIS AWS Foundations Benchmark v2.0 4.1; NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-cloudwatch-log-group-encrypted,CloudWatch Log Group Encrypted,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,13,1,1,12,CIS Controls v8 3; CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-cloudwatch-log-group-retention,CloudWatch Log Group Retention,policy,policy,event,low,active,candidate,aws,catalog,cloud_configuration,examine; test,9,1,1,8,CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 A1.1; SOC 2 A1.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-codebuild-plaintext-secrets,AWS CodeBuild Plaintext Secrets,policy,policy,event,critical,active,candidate,cicd,catalog,delivery_pipeline_control,examine; test,4,3,3,1,PCI DSS v4.0.1 8.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
aws-codebuild-privileged-mode,AWS CodeBuild Privileged Mode,policy,policy,event,high,active,candidate,cicd,catalog,delivery_pipeline_control,examine; test,6,6,6,0,,4,supported,4,source_backed,
aws-codebuild-public-logs,AWS CodeBuild Public Build Logs,policy,policy,event,medium,active,candidate,cicd,catalog,delivery_pipeline_control,examine; test,14,8,8,6,CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,12,supported,12,partial_source_backed,partial_source_backed_control_refs
aws-codebuild-public-trigger,CodeBuild Project with Public Webhook,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,7,2,2,5,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-codebuild-secrets-in-env-vars,CodeBuild Secrets in Environment Variables,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,4,0,0,4,NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-codebuild-source-credential,CodeBuild Source Credentials Stored Insecurely,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,4,0,0,4,NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-config-enabled-all-regions,AWS Config Enabled All Regions,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,2,2,7,CIS AWS Foundations Benchmark v2.0 3.5; CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-default-sg-no-rules,Default Security Group Restricts All Traffic,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,5,3,3,2,CIS AWS Foundations Benchmark v2.0 5.4; NIST 800-53 r5 AC-4,10,supported,10,partial_source_backed,partial_source_backed_control_refs
aws-dynamodb-encryption,DynamoDB Table Not Encrypted with CMK,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,8,5,5,3,NIST 800-53 r5 IA-5; PCI DSS v4.0.1 4.2; PCI DSS v4.0.1 8.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
aws-dynamodb-pitr,DynamoDB Point-in-Time Recovery Enabled,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine,9,0,0,9,CIS Controls v8 11; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; SOC 2 A1.1; SOC 2 A1.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-ebs-encryption-default,EBS Encryption by Default,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,7,0,0,7,CIS AWS Foundations Benchmark v2.0 2.2.1; CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-ec2-ami-not-public,EC2 AMI Not Public,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,13,3,3,10,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-ec2-detailed-monitoring-enabled,EC2 Detailed Monitoring Enabled,policy,policy,event,low,active,candidate,aws,catalog,cloud_configuration,examine; test,8,2,2,6,CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-ec2-ebs-snapshot-not-public,EBS Snapshot Not Public,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,13,3,3,10,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-ec2-ebs-volume-encrypted,EBS Volume Encrypted,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,7,0,0,7,CIS AWS Foundations Benchmark v2.0 2.2.1; CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-ec2-iam-instance-profile,EC2 Instances Use IAM Instance Profiles,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,4,1,1,3,CIS AWS Foundations Benchmark v2.0 1.16; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,supported,5,partial_source_backed,partial_source_backed_control_refs
aws-ec2-imdsv2-required,EC2 IMDSv2 Required,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,1,0,0,1,CIS AWS Foundations Benchmark v2.0 5.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-ec2-instance-profile-attached,EC2 Instance Profile Attached,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,12,9,9,3,NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,10,supported,10,partial_source_backed,partial_source_backed_control_refs
aws-ec2-internet-facing-iam,Internet-Facing EC2 with Privileged IAM Role,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,13,3,3,10,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2,12,supported,12,partial_source_backed,partial_source_backed_control_refs
aws-ec2-public-ip-rdp,EC2 Public IP with RDP Exposed,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,8,2,2,6,CIS AWS Foundations Benchmark v2.0 5.3; CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,7,supported,7,partial_source_backed,partial_source_backed_control_refs
aws-ec2-public-ip-ssh,EC2 Public IP with SSH Exposed,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,8,2,2,6,CIS AWS Foundations Benchmark v2.0 5.2; CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,7,supported,7,partial_source_backed,partial_source_backed_control_refs
aws-ec2-public-ports-restricted,EC2 Instance Public Ports Restricted,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,13,9,9,4,CIS AWS Foundations Benchmark v2.0 5.2; CIS AWS Foundations Benchmark v2.0 5.3; CIS Controls v8 12; NIST 800-53 r5 AC-4,11,supported,11,partial_source_backed,partial_source_backed_control_refs
aws-ec2-sg-no-all-traffic-ingress,Security Group No All Traffic Ingress,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,8,5,5,3,CIS AWS Foundations Benchmark v2.0 5.4; CIS Controls v8 12; NIST 800-53 r5 AC-3,5,supported,5,partial_source_backed,partial_source_backed_control_refs
aws-ecr-immutable-tags,ECR Immutable Image Tags,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,11,3,3,8,CIS Controls v8 16; CIS Controls v8 7; NIST 800-53 r5 CM-5; NIST 800-53 r5 CM-7; NIST 800-53 r5 SI-7; NIST 800-53 r5 SR-11; PCI DSS v4.0.1 6.3; PCI DSS v4.0.1 6.5,4,supported,4,partial_source_backed,partial_source_backed_control_refs
aws-ecr-public-repository,ECR Public Repository,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,13,3,3,10,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2,10,supported,10,partial_source_backed,partial_source_backed_control_refs
aws-ecr-scan-on-push,ECR Scan on Push Enabled,policy,policy,event,medium,active,candidate,vulnerability,catalog,cloud_configuration,examine; test,5,0,0,5,CIS Controls v8 7; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-ecs-ports-restricted,ECS Services Restrict Public Ports,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,5,2,2,3,NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3.1,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-ecs-secrets-in-env-vars,ECS Task Secrets in Environment Variables,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,13,4,4,9,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,12,supported,12,partial_source_backed,partial_source_backed_control_refs
aws-ecs-service-public-ip-disabled,AWS ECS Service Public Ip Disabled,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-ecs-ssh-denied,ECS Services Deny Public SSH Access,policy,policy,event,critical,active,candidate,aws,catalog,cloud_configuration,examine; test,5,2,2,3,CIS AWS Foundations Benchmark v2.0 5.2; NIST 800-53 r5 AC-17; NIST 800-53 r5 SC-7,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-ecs-task-definition-no-privileged,AWS ECS Task Definition No Privileged,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,10,supported,10,partial_source_backed,partial_source_backed_control_refs
aws-ecs-task-definition-nonroot-user,AWS ECS Task Definition Nonroot User,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,11,supported,11,partial_source_backed,partial_source_backed_control_refs
aws-ecs-task-definition-readonly-root,AWS ECS Task Definition Readonly Root,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,10,supported,10,partial_source_backed,partial_source_backed_control_refs
aws-efs-backup-enabled,AWS EFS Backup Enabled,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,8,supported,8,partial_source_backed,partial_source_backed_control_refs
aws-efs-encrypted,AWS EFS Encrypted,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,9,5,5,4,CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 SI-4; SOC 2 CC8.1,8,supported,8,partial_source_backed,partial_source_backed_control_refs
aws-eks-control-plane-logging,EKS Control Plane Logging,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,7,1,1,6,CIS Controls v8 8; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-eks-private-endpoint,EKS Cluster Private Endpoint Enabled,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,4,1,1,3,CIS EKS Benchmark v1.3 5.4.1; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7,5,supported,5,partial_source_backed,partial_source_backed_control_refs
aws-eks-public-endpoint-disabled,EKS Public Endpoint Disabled,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,13,7,7,6,CIS Controls v8 12; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,9,supported,9,partial_source_backed,partial_source_backed_control_refs
aws-eks-secrets-encryption,EKS Secrets Encryption,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,8,0,0,8,CIS Controls v8 3; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-elasticache-public,ElastiCache Cluster in Public Subnet,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,7,2,2,5,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,7,supported,7,partial_source_backed,partial_source_backed_control_refs
aws-elb-certificate-expiry,Load Balancer Certificate Expiring Soon,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-elb-https-only,Load Balancer Listener Without HTTPS,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
aws-elb-internet-facing-no-waf,Internet-Facing ALB Without WAF,policy,policy,event,high,active,candidate,aws,catalog,cloud_configuration,examine; test,7,2,2,5,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,6,supported,6,partial_source_backed,partial_source_backed_control_refs
aws-elb-target-public-subnet,Load Balancer Targets in Public Subnet,policy,policy,event,medium,active,candidate,aws,catalog,cloud_configuration,examine; test,7,2,2,5,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3.1,11,supported,11,partial_source_backed,partial_source_backed_control_refs
