framework,area_id,area_name,evidence_use,area_control_refs,matched_control_refs,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,purpose
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 30; GDPR Article 5,ai-data-governance,AI Training Data Governance,policy,policy,event,high,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 30; GDPR Article 5,compliance-data-inventory-maintained,Data Inventory Maintained,policy,policy,event,medium,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 30; GDPR Article 5,compliance-inventory-data-tracking,Inventory Tracks Resources with User Data,policy,policy,event,medium,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 30; GDPR Article 5,data-inventory-processing-activity-legal-basis-missing,Processing Activity Legal Basis Missing,policy,policy,event,high,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 30; GDPR Article 5,data-inventory-processing-activity-retention-missing,Processing Activity Retention Missing,policy,policy,event,medium,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,processing-accountability,Processing accountability,review_group,GDPR Article 24; GDPR Article 28; GDPR Article 30; GDPR Article 35; GDPR Article 5,GDPR Article 5,ai-data-retention-reviewed,AI Data Retention Reviewed,policy,policy,event,medium,active,candidate,"Review whether processing records, privacy ownership, processor oversight, and core data-protection principles have current evidence."
GDPR,security-breach-response,Security and breach response,review_group,GDPR Article 32; GDPR Article 33; GDPR Article 34,GDPR Article 32,compliance-gdpr-policy,GDPR Compliance Policy Exists,policy,policy,event,high,active,candidate,"Review whether security measures, incident detection, regulator notification, and data-subject notification evidence are connected for personal-data incidents."
GDPR,security-breach-response,Security and breach response,review_group,GDPR Article 32; GDPR Article 33; GDPR Article 34,GDPR Article 32,compliance-inventory-data-tracking,Inventory Tracks Resources with User Data,policy,policy,event,medium,active,candidate,"Review whether security measures, incident detection, regulator notification, and data-subject notification evidence are connected for personal-data incidents."
GDPR,security-breach-response,Security and breach response,review_group,GDPR Article 32; GDPR Article 33; GDPR Article 34,GDPR Article 32; GDPR Article 33; GDPR Article 34,compliance-ir-gdpr-addendum,Incident Response Plan GDPR Addendum,policy,policy,event,high,active,candidate,"Review whether security measures, incident detection, regulator notification, and data-subject notification evidence are connected for personal-data incidents."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(1)(ii)(A),compliance-risk-assessment-annual,Annual Risk Assessment Completed,policy,policy,event,high,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(3)(ii)(C),identity-okta-deprovisioned-active-in-github,Deprovisioned Okta Identity Still Active In GitHub,identity,okta,graph,critical,open,test,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(5)(ii)(B),endpoint-edr-installed,EDR Agent Installed on Endpoints,policy,policy,event,critical,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(5)(ii)(B),endpoint-kandji-edr-installed,Kandji Devices Missing EDR Agent,policy,policy,event,high,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(6),compliance-ir-plan-exists,Incident Response Plan Exists,policy,policy,event,high,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(a)(7),compliance-bcdr-plan-exists,Business Continuity Plan Exists,policy,policy,event,high,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,administrative-safeguards,Administrative safeguards,review_group,HIPAA 164.308(a)(1)(ii)(A); HIPAA 164.308(a)(3)(ii)(C); HIPAA 164.308(a)(5)(ii)(B); HIPAA 164.308(a)(6); HIPAA 164.308(a)(7); HIPAA 164.308(b)(1),HIPAA 164.308(b)(1),vendor-security-review-complete,Vendor Security Review Completed,policy,policy,event,high,active,candidate,"Review whether risk analysis, workforce security, awareness, incident procedures, contingency planning, and business-associate evidence are represented together."
HIPAA,breach-and-documentation,Breach and documentation evidence,review_group,HIPAA 164.316(a); HIPAA 164.316(b)(2)(i); HIPAA 164.404(a); HIPAA 164.404(b); HIPAA 164.404(c)(1); HIPAA 164.406(a); HIPAA 164.408(a); HIPAA 164.412; HIPAA 164.414,HIPAA 164.404(a),hipaa-breach-individual-notice-overdue,HIPAA Individual Breach Notice Overdue,policy,policy,event,high,active,candidate,"Review whether breach discovery, individual notice, media notice, HHS notice, delay rationale, and retained policy evidence are complete for the incident period."
HIPAA,breach-and-documentation,Breach and documentation evidence,review_group,HIPAA 164.316(a); HIPAA 164.316(b)(2)(i); HIPAA 164.404(a); HIPAA 164.404(b); HIPAA 164.404(c)(1); HIPAA 164.406(a); HIPAA 164.408(a); HIPAA 164.412; HIPAA 164.414,HIPAA 164.406(a),hipaa-breach-media-notice-overdue,HIPAA Media Breach Notice Overdue,policy,policy,event,high,active,candidate,"Review whether breach discovery, individual notice, media notice, HHS notice, delay rationale, and retained policy evidence are complete for the incident period."
HIPAA,breach-and-documentation,Breach and documentation evidence,review_group,HIPAA 164.316(a); HIPAA 164.316(b)(2)(i); HIPAA 164.404(a); HIPAA 164.404(b); HIPAA 164.404(c)(1); HIPAA 164.406(a); HIPAA 164.408(a); HIPAA 164.412; HIPAA 164.414,HIPAA 164.408(a),hipaa-breach-secretary-notice-overdue,HIPAA Secretary Breach Notice Overdue,policy,policy,event,high,active,candidate,"Review whether breach discovery, individual notice, media notice, HHS notice, delay rationale, and retained policy evidence are complete for the incident period."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,backup-encryption,Backups Encrypted at Rest,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,backup-retention,Backup Retention Policy Compliance,policy,policy,event,medium,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,compliance-background-checks,Background Checks on New Hires,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,compliance-security-training,Security Awareness Training Completed,policy,policy,event,medium,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,db-audit-logging,Database Audit Logging Enabled,policy,policy,event,medium,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,db-encryption-at-rest,Database Encryption at Rest,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,db-ssl-connections,Database SSL Connections Enforced,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,hipaa-access-controls,HIPAA Unique User Identification,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,hipaa-audit-controls,HIPAA Audit Controls,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,hipaa-automatic-logoff,HIPAA Automatic Logoff,policy,policy,event,medium,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,hipaa-baa-required,HIPAA Business Associate Agreements,policy,policy,event,high,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
HIPAA,technical-safeguards,Technical safeguards,review_group,HIPAA 164.312; HIPAA 164.312(a)(2)(ii); HIPAA 164.312(a)(2)(iv); HIPAA 164.312(b); HIPAA 164.312(e)(1); HIPAA 164.312(e)(2)(ii),HIPAA 164.312,hipaa-phi-encryption,PHI Data Encrypted at Rest,policy,policy,event,critical,active,candidate,"Review whether access control, audit control, person or entity authentication, encryption, and transmission protection findings cover electronic protected health information."
