framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
cjissecuritypolicy,5.10.1.2,cjissecuritypolicy 5.10.1.2,CJIS Security Policy PA-10 Systems and Communications Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.12.1,cjissecuritypolicy 5.12.1,CJIS Security Policy PA-12 Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.13.6,cjissecuritypolicy 5.13.6,CJIS Security Policy PA-13 Mobile Devices,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.15.1,cjissecuritypolicy 5.15.1,CJIS Security Policy PA-15 System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.2.1,cjissecuritypolicy 5.2.1,CJIS Security Policy PA-2 Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.3.1,cjissecuritypolicy 5.3.1,CJIS Security Policy PA-3 Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.4.1,cjissecuritypolicy 5.4.1,CJIS Security Policy PA-4 Auditing and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.4.4,cjissecuritypolicy 5.4.4,CJIS Security Policy PA-4 Auditing and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.4.6,cjissecuritypolicy 5.4.6,CJIS Security Policy PA-4 Auditing and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.5.1,cjissecuritypolicy 5.5.1,CJIS Security Policy PA-5 Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,5.6.2.2,cjissecuritypolicy 5.6.2.2,CJIS Security Policy PA-6 Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-1,cjissecuritypolicy PA-1,CJIS Security Policy PA-1 Information Exchange Agreements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-10,cjissecuritypolicy PA-10,CJIS Security Policy PA-10 Systems and Communications Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-11,cjissecuritypolicy PA-11,CJIS Security Policy PA-11 Formal Audits,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-12,cjissecuritypolicy PA-12,CJIS Security Policy PA-12 Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-13,cjissecuritypolicy PA-13,CJIS Security Policy PA-13 Mobile Devices,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-14,cjissecuritypolicy PA-14,CJIS Security Policy PA-14 System and Services Acquisition,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-15,cjissecuritypolicy PA-15,CJIS Security Policy PA-15 System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-16,cjissecuritypolicy PA-16,CJIS Security Policy PA-16 Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-17,cjissecuritypolicy PA-17,CJIS Security Policy PA-17 Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-18,cjissecuritypolicy PA-18,CJIS Security Policy PA-18 Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-19,cjissecuritypolicy PA-19,CJIS Security Policy PA-19 Risk Assessment,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-2,cjissecuritypolicy PA-2,CJIS Security Policy PA-2 Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-3,cjissecuritypolicy PA-3,CJIS Security Policy PA-3 Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-4,cjissecuritypolicy PA-4,CJIS Security Policy PA-4 Auditing and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-5,cjissecuritypolicy PA-5,CJIS Security Policy PA-5 Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-6,cjissecuritypolicy PA-6,CJIS Security Policy PA-6 Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-7,cjissecuritypolicy PA-7,CJIS Security Policy PA-7 Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-8,cjissecuritypolicy PA-8,CJIS Security Policy PA-8 Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cjissecuritypolicy,PA-9,cjissecuritypolicy PA-9,CJIS Security Policy PA-9 Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L1,cmmc20 AC.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L1-3.1.1,cmmc20 AC.L1-3.1.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L1-3.1.2,cmmc20 AC.L1-3.1.2,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L1-3.1.20,cmmc20 AC.L1-3.1.20,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L1-3.1.22,cmmc20 AC.L1-3.1.22,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L2,cmmc20 AC.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L2-3.1.3,cmmc20 AC.L2-3.1.3,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AC.L2-3.1.5,cmmc20 AC.L2-3.1.5,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AT.L2,cmmc20 AT.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AU.L2,cmmc20 AU.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AU.L2-3.3.1,cmmc20 AU.L2-3.3.1,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,AU.L2-3.3.2,cmmc20 AU.L2-3.3.2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,CA.L2,cmmc20 CA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,CM.L2,cmmc20 CM.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,CM.L2-3.4.3,cmmc20 CM.L2-3.4.3,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,CM.L2-3.4.7,cmmc20 CM.L2-3.4.7,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IA.L1,cmmc20 IA.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IA.L1-3.5.1,cmmc20 IA.L1-3.5.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IA.L1-3.5.2,cmmc20 IA.L1-3.5.2,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IA.L2,cmmc20 IA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IR.L2,cmmc20 IR.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,IR.L3,cmmc20 IR.L3,CMMC 2.0 L3 Level 3 Higher-Level Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,MA.L2,cmmc20 MA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,MP.L1,cmmc20 MP.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,MP.L1-3.8.3,cmmc20 MP.L1-3.8.3,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,MP.L2,cmmc20 MP.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L1,cmmc20 PE.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L1-3.10.1,cmmc20 PE.L1-3.10.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L1-3.10.3,cmmc20 PE.L1-3.10.3,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L1-3.10.4,cmmc20 PE.L1-3.10.4,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L1-3.10.5,cmmc20 PE.L1-3.10.5,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PE.L2,cmmc20 PE.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,PS.L2,cmmc20 PS.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,RA.L2,cmmc20 RA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,RA.L2-3.11.2,cmmc20 RA.L2-3.11.2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
cmmc20,RA.L3,cmmc20 RA.L3,CMMC 2.0 L3 Level 3 Higher-Level Protection of CUI,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
