tag,tag_kind,tag_source,rule_id,name,domain,severity,evidence_mode,path
access-review,routing,metadata,identity-vanta-stale-login-365d,Vanta Stale Active Accounts (365 days),identity,high,query,policies/identity/identity-vanta-stale-login-365d.yaml
access-review,routing,metadata,identity-vanta-stale-login-90d,Vanta Stale Active Accounts (90 days),identity,high,query,policies/identity/identity-vanta-stale-login-90d.yaml
access-review,routing,metadata,identity-workday-active-no-employee-record,Workday Active Accounts Without Employee Record,identity,medium,query,policies/identity/identity-workday-active-no-employee-record.yaml
access-review,routing,metadata,identity-zoom-active-no-employee-record,Zoom Active Accounts Without Employee Record,identity,medium,query,policies/identity/identity-zoom-active-no-employee-record.yaml
access-review,routing,metadata,identity-zoom-stale-login-180d,Zoom Stale Active Accounts (180 days),identity,high,query,policies/identity/identity-zoom-stale-login-180d.yaml
access-review,routing,metadata,identity-zoom-stale-login-365d,Zoom Stale Active Accounts (365 days),identity,high,query,policies/identity/identity-zoom-stale-login-365d.yaml
access-review,routing,metadata,identity-zoom-stale-login-90d,Zoom Stale Active Accounts (90 days),identity,high,query,policies/identity/identity-zoom-stale-login-90d.yaml
access-review,routing,metadata,m365-guest-access-review,M365 Guest Users Without Recent Access Review,m365,medium,query,policies/m365/m365-guest-access-review.yaml
access-review,routing,metadata,m365-inactive-admin,Microsoft 365 Inactive Admin Account,m365,medium,cel,policies/m365/m365-inactive-admin.yaml
access-review,routing,metadata,m365-inactive-users,M365 Inactive User Accounts,m365,medium,query,policies/m365/m365-inactive-users.yaml
account,routing,metadata,aws-account-alternate-contact-security,AWS Account Alternate Contact Security,aws,medium,cel,policies/aws/aws-account-alternate-contact-security.yaml
account,routing,metadata,aws-account-security-contact-configured,AWS Account Security Contact Configured,aws,medium,cel,policies/aws/aws-account-security-contact-configured.yaml
account-compromise,routing,metadata,identity-okta-user-reported-suspicious-activity-30d,Okta User Reported Suspicious Activity (30 days),identity,high,query,policies/identity/identity-okta-user-reported-suspicious-activity-30d.yaml
account-hygiene,routing,metadata,identity-atlassian-duplicate-email,Atlassian Duplicate Account Emails,identity,high,query,policies/identity/identity-atlassian-duplicate-email.yaml
account-hygiene,routing,metadata,identity-atlassian-missing-email,Atlassian Active Accounts Missing Email,identity,medium,query,policies/identity/identity-atlassian-missing-email.yaml
account-hygiene,routing,metadata,identity-atlassian-personal-email-domain,Atlassian Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-atlassian-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-auth0-duplicate-email,Auth0 Duplicate Account Emails,identity,high,query,policies/identity/identity-auth0-duplicate-email.yaml
account-hygiene,routing,metadata,identity-auth0-missing-email,Auth0 Active Accounts Missing Email,identity,medium,query,policies/identity/identity-auth0-missing-email.yaml
account-hygiene,routing,metadata,identity-auth0-personal-email-domain,Auth0 Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-auth0-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-cyberark-duplicate-email,Cyberark Duplicate Account Emails,identity,high,query,policies/identity/identity-cyberark-duplicate-email.yaml
account-hygiene,routing,metadata,identity-cyberark-duplicate-username,Cyberark Duplicate Usernames,identity,medium,query,policies/identity/identity-cyberark-duplicate-username.yaml
account-hygiene,routing,metadata,identity-cyberark-missing-email,Cyberark Active Accounts Missing Email,identity,medium,query,policies/identity/identity-cyberark-missing-email.yaml
account-hygiene,routing,metadata,identity-cyberark-personal-email-domain,Cyberark Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-cyberark-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-duo-duplicate-email,Duo Duplicate Account Emails,identity,high,query,policies/identity/identity-duo-duplicate-email.yaml
account-hygiene,routing,metadata,identity-duo-duplicate-username,Duo Duplicate Usernames,identity,medium,query,policies/identity/identity-duo-duplicate-username.yaml
account-hygiene,routing,metadata,identity-duo-missing-email,Duo Active Accounts Missing Email,identity,medium,query,policies/identity/identity-duo-missing-email.yaml
account-hygiene,routing,metadata,identity-duo-personal-email-domain,Duo Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-duo-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-entra-duplicate-email,Entra Duplicate Account Emails,identity,high,query,policies/identity/identity-entra-duplicate-email.yaml
account-hygiene,routing,metadata,identity-entra-duplicate-username,Entra ID Duplicate Usernames,identity,medium,query,policies/identity/identity-entra-duplicate-username.yaml
account-hygiene,routing,metadata,identity-entra-missing-email,Entra Active Accounts Missing Email,identity,medium,query,policies/identity/identity-entra-missing-email.yaml
account-hygiene,routing,metadata,identity-entra-personal-email-domain,Entra Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-entra-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-entra-risky-duplicate-email,Entra Risky Duplicate Account Emails,identity,high,query,policies/identity/identity-entra-risky-duplicate-email.yaml
account-hygiene,routing,metadata,identity-entra-risky-duplicate-username,Entra Risky Users Duplicate Usernames,identity,medium,query,policies/identity/identity-entra-risky-duplicate-username.yaml
account-hygiene,routing,metadata,identity-entra-risky-missing-email,Entra Risky Active Accounts Missing Email,identity,medium,query,policies/identity/identity-entra-risky-missing-email.yaml
account-hygiene,routing,metadata,identity-entra-risky-personal-email-domain,Entra Risky Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-entra-risky-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-forgerock-duplicate-email,Forgerock Duplicate Account Emails,identity,high,query,policies/identity/identity-forgerock-duplicate-email.yaml
account-hygiene,routing,metadata,identity-forgerock-duplicate-username,ForgeRock Duplicate Usernames,identity,medium,query,policies/identity/identity-forgerock-duplicate-username.yaml
account-hygiene,routing,metadata,identity-forgerock-missing-email,Forgerock Active Accounts Missing Email,identity,medium,query,policies/identity/identity-forgerock-missing-email.yaml
account-hygiene,routing,metadata,identity-forgerock-personal-email-domain,Forgerock Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-forgerock-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-github-duplicate-email,Github Duplicate Account Emails,identity,high,query,policies/identity/identity-github-duplicate-email.yaml
account-hygiene,routing,metadata,identity-github-duplicate-username,GitHub Duplicate Usernames,identity,medium,query,policies/identity/identity-github-duplicate-username.yaml
account-hygiene,routing,metadata,identity-github-missing-email,Github Active Accounts Missing Email,identity,medium,query,policies/identity/identity-github-missing-email.yaml
account-hygiene,routing,metadata,identity-github-personal-email-domain,Github Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-github-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-gong-duplicate-email,Gong Duplicate Account Emails,identity,high,query,policies/identity/identity-gong-duplicate-email.yaml
account-hygiene,routing,metadata,identity-gong-missing-email,Gong Active Accounts Missing Email,identity,medium,query,policies/identity/identity-gong-missing-email.yaml
account-hygiene,routing,metadata,identity-gong-personal-email-domain,Gong Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-gong-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-google-workspace-duplicate-email,Google Workspace Duplicate Account Emails,identity,high,query,policies/identity/identity-google-workspace-duplicate-email.yaml
account-hygiene,routing,metadata,identity-google-workspace-missing-email,Google Workspace Active Accounts Missing Email,identity,medium,query,policies/identity/identity-google-workspace-missing-email.yaml
account-hygiene,routing,metadata,identity-google-workspace-personal-email-domain,Google Workspace Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-google-workspace-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-jamf-duplicate-email,Jamf Duplicate Account Emails,identity,high,query,policies/identity/identity-jamf-duplicate-email.yaml
account-hygiene,routing,metadata,identity-jamf-missing-email,Jamf Active Accounts Missing Email,identity,medium,query,policies/identity/identity-jamf-missing-email.yaml
account-hygiene,routing,metadata,identity-jamf-personal-email-domain,Jamf Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-jamf-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-jumpcloud-duplicate-email,Jumpcloud Duplicate Account Emails,identity,high,query,policies/identity/identity-jumpcloud-duplicate-email.yaml
account-hygiene,routing,metadata,identity-jumpcloud-duplicate-username,JumpCloud Duplicate Usernames,identity,medium,query,policies/identity/identity-jumpcloud-duplicate-username.yaml
account-hygiene,routing,metadata,identity-jumpcloud-missing-email,Jumpcloud Active Accounts Missing Email,identity,medium,query,policies/identity/identity-jumpcloud-missing-email.yaml
account-hygiene,routing,metadata,identity-jumpcloud-personal-email-domain,Jumpcloud Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-jumpcloud-personal-email-domain.yaml
account-hygiene,routing,metadata,identity-kandji-duplicate-email,Kandji Duplicate Account Emails,identity,high,query,policies/identity/identity-kandji-duplicate-email.yaml
account-hygiene,routing,metadata,identity-kandji-missing-email,Kandji Active Accounts Missing Email,identity,medium,query,policies/identity/identity-kandji-missing-email.yaml
account-hygiene,routing,metadata,identity-kandji-personal-email-domain,Kandji Accounts Using Personal Email Domains,identity,medium,query,policies/identity/identity-kandji-personal-email-domain.yaml
